20080911_A773B0B2-D31C-4FF4-B9E8-1EB2D3A4D62A	C0020473	Hyperlipidemia
20080911_A773B0B2-D31C-4FF4-B9E8-1EB2D3A4D62A	C0020445	Familial Hypercholesterolemia
20060510_F170584A-1072-4FD7-B1DC-6756703483B9	C0011991	diarrhea
20061117_72b10d15-8337-49ab-ad8d-0e990192598e	C0032227	pleural effusions
20061114_8FAB92C2-5827-4C62-A4F6-4F2547DC5233	C0020619	hypogonadism
20081030_a2b73026-2451-406f-b866-9dc16177cb44	C0085580	Essential hypertension
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0021311	infections
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0043167	Pertussis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0010200	cough
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0043168	Bordetella
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0043167	pertussis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0012546	Diphtheria
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0021311	Infections
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0014752	Erythrasma
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0002438	amebiasis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0014323	Entamoeba histolytica
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0242172	pelvic inflammatory disease
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0039128	syphilis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0018081	gonorrhea
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0919842	serologic test for syphilis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0039128	Syphilis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0007939	primary syphilis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0008148	Chlamydia
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0009763	Conjunctivitis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0032285	pneumonia
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0311389	nongonococcal urethritis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0023241	Legionella
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0035436	Rheumatic Fever
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0035436	rheumatic fever
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0040425	tonsillitis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0031350	pharyngitis
20060725_4B31B0FA-3D68-40CA-2BA8-786AA182EDAE	C0036689	streptococcal pharyngitis
20061117_82428C00-D0DA-44E4-4884-A735C150C067	C0220981	metabolic acidosis
20061117_82428C00-D0DA-44E4-4884-A735C150C067	C0001122	acidosis
20070824_AB6B2693-4F81-41E4-929D-7F8C57C0F7D8	C0041296	tuberculosis
20070824_AB6B2693-4F81-41E4-929D-7F8C57C0F7D8	C0021311	infections
20070824_AB6B2693-4F81-41E4-929D-7F8C57C0F7D8	C0041296	Tuberculosis
20070824_AB6B2693-4F81-41E4-929D-7F8C57C0F7D8	C0021311	infection
20070824_AB6B2693-4F81-41E4-929D-7F8C57C0F7D8	C0025294	meningococcal meningitis
20080215_C0703630-9CE8-4259-841E-71FD2019FA66	C0149931	migraine
20080215_C0703630-9CE8-4259-841E-71FD2019FA66	C0009088	cluster headache
20080418_187C2AD2-176E-497B-90BD-1BA4A6509062	C0013295	duodenal ulcers
20070426_AF5B3E8B-D6DC-4664-89A7-F347D1853ACE	C0030193	pain
20060901_9E493331-DDDD-496E-ABF8-61747FB67ABA	C0013604	Edema
20060901_9E493331-DDDD-496E-ABF8-61747FB67ABA	C0013604	edema
20060901_9E493331-DDDD-496E-ABF8-61747FB67ABA	C0018802	congestive heart failure
20060901_9E493331-DDDD-496E-ABF8-61747FB67ABA	C0023890	cirrhosis
20060901_9E493331-DDDD-496E-ABF8-61747FB67ABA	C0022658	renal disease
20060901_9E493331-DDDD-496E-ABF8-61747FB67ABA	C0027726	nephrotic syndrome
20060901_9E493331-DDDD-496E-ABF8-61747FB67ABA	C0020538	Hypertension
20060901_9E493331-DDDD-496E-ABF8-61747FB67ABA	C0020538	hypertension
20061109_542EA7CA-1685-4501-648D-0771900FC400	C0020619	hypogonadism
20061109_542EA7CA-1685-4501-648D-0771900FC400	C0007097	carcinoma
20071212_808E2B04-9E84-440A-B00E-2CBE858041DA	C0006266	bronchospasm
20071212_808E2B04-9E84-440A-B00E-2CBE858041DA	C0149783	steroid therapy
20070808_8DB0DB4F-55AD-46B2-AF50-E71B4A763AAA	C0043352	dry mouth
20070808_8DB0DB4F-55AD-46B2-AF50-E71B4A763AAA	C0006826	cancer
20070625_cd8a3be3-8f83-42cf-8752-6fd16da65150	C0162835	hypopigmentation
20070625_cd8a3be3-8f83-42cf-8752-6fd16da65150	C0039446	telangiectasia
20070625_cd8a3be3-8f83-42cf-8752-6fd16da65150	C0022593	keratoses
20070625_cd8a3be3-8f83-42cf-8752-6fd16da65150	C0027651	neoplasms
20070625_cd8a3be3-8f83-42cf-8752-6fd16da65150	C0149722	lentigo maligna
20070726_2EC9B048-A554-4f98-81BA-D01F327A6B9C	C0013604	edema
20070726_2EC9B048-A554-4f98-81BA-D01F327A6B9C	C0018802	congestive heart failure
20070726_2EC9B048-A554-4f98-81BA-D01F327A6B9C	C0023890	hepatic cirrhosis
20070726_2EC9B048-A554-4f98-81BA-D01F327A6B9C	C0027726	nephrotic syndrome
20070726_2EC9B048-A554-4f98-81BA-D01F327A6B9C	C0156221	acute glomerulonephritis
20070726_2EC9B048-A554-4f98-81BA-D01F327A6B9C	C0022661	chronic renal failure
20070726_2EC9B048-A554-4f98-81BA-D01F327A6B9C	C0032914	toxemia of pregnancy
20070726_2EC9B048-A554-4f98-81BA-D01F327A6B9C	C0013604	Edema
20080313_27e2c16e-19b0-4745-93eb-5cf99f94bb92	C0021311	infections
20070914_C550B809-FBEA-4070-824D-2AEDA4150FB5	C0030193	pain
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0013295	Duodenal Ulcer
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0013295	duodenal ulcer
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0041582	Ulcer
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0038358	Gastric Ulcer
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0038358	gastric ulcer
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0017168	Gastroesophageal Reflux Disease
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0017168	GERD
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0014868	esophagitis
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0041582	ulcerative
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0043515	Zollinger - Ellison Syndrome
20070105_EFB1FC6E-2F9E-400A-8069-569D1C0894A5	C0001430	Adenomas
20080521_ADA310C0-0811-4E6B-97CC-9653B17D66D8	C0009663	anogenital warts
20080521_ADA310C0-0811-4E6B-97CC-9653B17D66D8	C0009663	genital warts
20080521_ADA310C0-0811-4E6B-97CC-9653B17D66D8	C0043037	warts
20080521_ADA310C0-0811-4E6B-97CC-9653B17D66D8	C0007097	carcinoma
20080222_be8e535a-2f3a-42b1-bb18-ab88b20eea99	C0242422	Parkinson
20080222_be8e535a-2f3a-42b1-bb18-ab88b20eea99	C0030567	paralysis agitans
20080222_be8e535a-2f3a-42b1-bb18-ab88b20eea99	C0242422	parkinsonism
20080222_be8e535a-2f3a-42b1-bb18-ab88b20eea99	C0027497	nausea
20080222_be8e535a-2f3a-42b1-bb18-ab88b20eea99	C0042963	vomiting
20080222_be8e535a-2f3a-42b1-bb18-ab88b20eea99	C0242422	parkinsonian syndromes
20080319_5B47A4C6-DC38-4879-8969-E65FE8DCE5F8	C0020635	hypopituitarism
20080319_5B47A4C6-DC38-4879-8969-E65FE8DCE5F8	C0175677	trauma
20070413_E16F64C7-F3E1-4482-E883-0888AC214ACF	C0021311	infections
20070413_E16F64C7-F3E1-4482-E883-0888AC214ACF	C0021311	Infections
20070413_E16F64C7-F3E1-4482-E883-0888AC214ACF	C0029882	Otitis Media
20070413_E16F64C7-F3E1-4482-E883-0888AC214ACF	C0037199	Sinusitis
20070413_E16F64C7-F3E1-4482-E883-0888AC214ACF	C0042029	Urinary Tract Infections
20080725_172FF8F1-586D-4DF1-A4EF-13185D1B40DD	C0011849	diabetes mellitus
20080725_172FF8F1-586D-4DF1-A4EF-13185D1B40DD	C0020456	hyperglycemia
20080725_172FF8F1-586D-4DF1-A4EF-13185D1B40DD	C0011849	diabetes
20080725_172FF8F1-586D-4DF1-A4EF-13185D1B40DD	C0043096	weight loss
20080725_172FF8F1-586D-4DF1-A4EF-13185D1B40DD	C0011854	insulin dependent diabetes
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0020538	Hypertension
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0020538	hypertension
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0002962	Angina Pectoris
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0010054	Coronary Atherosclerosis
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0002962	angina
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0002962	angina pectoris
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0004238	Atrial Fibrillation
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0004238	atrial fibrillation
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0027051	Myocardial Infarction
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0027051	myocardial infarction
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0149931	Migraine
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0149931	migraine headache
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0149931	migraine
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0040822	Tremor
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0040822	tremor
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0242422	Parkinsonism
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0700053	Hypertrophic Subaortic Stenosis
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0700053	hypertrophic subaortic stenosis
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0031511	Pheochromocytoma
20080710_AB9E5678-DB53-4354-998A-ED8BF1D33E90	C0027651	tumors
20080425_1FEAB7CB-AA81-4C49-8DB4-7E3F1AC3A5E9	C0003873	rheumatoid arthritis
20080425_1FEAB7CB-AA81-4C49-8DB4-7E3F1AC3A5E9	C0029408	osteoarthritis
20080425_1FEAB7CB-AA81-4C49-8DB4-7E3F1AC3A5E9	C0038013	ankylosing spondylitis
20080425_1FEAB7CB-AA81-4C49-8DB4-7E3F1AC3A5E9	C0553662	juvenile arthritis
20080425_1FEAB7CB-AA81-4C49-8DB4-7E3F1AC3A5E9	C0553662	juvenile rheumatoid arthritis
20080425_1FEAB7CB-AA81-4C49-8DB4-7E3F1AC3A5E9	C0039503	tendonitis
20080425_1FEAB7CB-AA81-4C49-8DB4-7E3F1AC3A5E9	C0006444	bursitis
20080425_1FEAB7CB-AA81-4C49-8DB4-7E3F1AC3A5E9	C0018099	gout
20080425_1FEAB7CB-AA81-4C49-8DB4-7E3F1AC3A5E9	C0030193	pain
20080425_1FEAB7CB-AA81-4C49-8DB4-7E3F1AC3A5E9	C0013390	dysmenorrhea
20060725_867FD84C-902E-4DDC-A3EC-2204C1DE2C5E	C0020538	hypertension
20060725_867FD84C-902E-4DDC-A3EC-2204C1DE2C5E	C0002962	angina
20060725_867FD84C-902E-4DDC-A3EC-2204C1DE2C5E	C0037763	spasm
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0014130	Endocrine Disorders
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C1621895	adrenal hyperplasia
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0040147	thyroiditis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0020437	Hypercalcemia
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0006826	cancer
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0003873	Rheumatoid arthritis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0553662	juvenile rheumatoid arthritis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0038013	Ankylosing spondylitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0006444	bursitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0039103	Synovitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0029408	osteoarthritis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0039520	tenosynovitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0003872	Psoriatic arthritis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0014488	Epicondylitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0003868	gouty arthritis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0009326	Collagen Diseases
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0024141	Systemic lupus erythematosus
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0011633	dermatomyositis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0085655	polymyositis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0035439	rheumatic carditis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0011608	dermatitis herpetiformis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0014742	erythema multiforme
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0038325	Stevens - Johnson syndrome
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0036508	seborrheic dermatitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0011606	Exfoliative dermatitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0026948	Mycosis fungoides
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0030807	Pemphigus
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0033860	psoriasis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0002103	allergic rhinitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0013182	Drug hypersensitivity
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0036830	Serum sickness
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0011616	Contact dermatitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0004096	Bronchial asthma
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0011615	Atopic dermatitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0024799	marginal ulcers
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0019360	Herpes zoster
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0042164	uveitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0022568	Keratitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0029134	Optic neuritis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0009763	conjunctivitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0008513	Chorioretinitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0022081	Iritis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0022073	iridocyclitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0036202	sarcoidosis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0005138	Berylliosis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0041296	tuberculosis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0032290	Aspiration pneumonitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0018939	Hematologic Disorders
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0043117	Idiopathic thrombocytopenic purpura
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0040034	thrombocytopenia
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0002878	hemolytic anemia
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0002871	anemia
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0023418	Leukemias
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0024299	lymphomas
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0085669	Acute leukemia
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0033687	proteinuria
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0027726	nephrotic syndrome
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0041948	uremia
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0024141	lupus
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0009324	Ulcerative colitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0678202	Regional enteritis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0026769	multiple sclerosis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0041296	Tuberculous
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0025289	meningitis
20070119_E0D66BF0-04D0-4168-AC72-3FD0116D5E64	C0040896	Trichinosis
20070509_3286eb86-9650-44b3-8353-847b4c803174	C0011860	type 2 diabetes
20080205_5fa6a683-9685-4591-bd00-19f15c9bcf12	C0030193	pain
20061215_20c86622-85b7-4827-a317-57aee79dfe57	C0021311	infections
20061215_20c86622-85b7-4827-a317-57aee79dfe57	C0021311	Infections
20061215_20c86622-85b7-4827-a317-57aee79dfe57	C0018081	Gonorrhea
20061215_20c86622-85b7-4827-a317-57aee79dfe57	C0013295	duodenal ulcer
20061215_20c86622-85b7-4827-a317-57aee79dfe57	C0021311	infection
20061215_20c86622-85b7-4827-a317-57aee79dfe57	C0013295	duodenal ulcer disease
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0004096	asthma
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0011615	atopic dermatitis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0011616	contact dermatitis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0013182	drug hypersensitivity
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0018621	seasonal allergic rhinitis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0036830	serum sickness
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0011608	dermatitis herpetiformis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0011606	erythroderma
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0026948	mycosis fungoides
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0030807	pemphigus
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0014742	erythema multiforme
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0038325	Stevens - Johnson syndrome
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0014130	Endocrine disorders
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C1621895	adrenal hyperplasia
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0020437	hypercalcemia
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0006826	cancer
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0040147	thyroiditis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0678202	regional enteritis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0009324	ulcerative colitis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0018939	Hematologic disorders
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0002878	hemolytic anemia
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0002871	anemia
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0043117	idiopathic thrombocytopenic purpura
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0034902	pure red cell aplasia
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0040034	thrombocytopenia
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0040896	trichinosis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0041296	tuberculous
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0025289	meningitis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0023418	leukemias
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0024299	lymphomas
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0026769	multiple sclerosis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0013604	edema
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0006118	brain tumor
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0010280	craniotomy
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0018674	head injury
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0039483	temporal arteritis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0042164	uveitis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0022658	Renal diseases
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0033687	proteinuria
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0027721	idiopathic nephrotic syndrome
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0024141	lupus
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0005138	Berylliosis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0041296	tuberculosis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0032285	pneumonias
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0036202	sarcoidosis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0003868	gouty arthritis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0035439	rheumatic carditis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0038013	ankylosing spondylitis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0003872	psoriatic arthritis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0003873	rheumatoid arthritis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0553662	juvenile rheumatoid arthritis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0011633	dermatomyositis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0085655	polymyositis
20070126_1495284D-750F-437E-8525-6834CCCB78EB	C0024141	systemic lupus erythematosus
20070209_3A9598F4-B98B-414A-AF74-0D2D64F689EE	C0021311	infections
20080130_151FFCF4-E503-4954-AF7C-93D0A4F9F80E	C0003873	rheumatoid arthritis
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0021311	infections
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0009319	colitis
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0021311	infection
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0014009	empyema
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0032285	pneumonitis
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0024110	lung abscess
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0149778	soft tissue infections
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0036690	septicemia
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0031154	peritonitis
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0000833	abscess
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0014179	endometritis
20060725_1EF87B6C-9D32-44AC-8C55-8BF01424CC45	C0030455	pelvic cellulitis
20060614_522E0789-A5CA-4BC4-9734-E4C42FBF0339	C1527304	allergic reactions
20060614_522E0789-A5CA-4BC4-9734-E4C42FBF0339	C0002792	anaphylaxis
20060614_522E0789-A5CA-4BC4-9734-E4C42FBF0339	C0026603	Motion Sickness
20060614_522E0789-A5CA-4BC4-9734-E4C42FBF0339	C0026603	motion sickness
20060614_522E0789-A5CA-4BC4-9734-E4C42FBF0339	C0242422	parkinsonism
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C1269683	Major Depressive Disorder
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C1269683	major depressive disorder
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0917801	insomnia
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0917799	hypersomnia
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0085631	psychomotor agitation
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0015672	fatigue
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0038663	suicide attempt
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0003467	Anxiety
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0003467	anxiety
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0085631	restlessness
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0349231	Phobia
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0086769	panic attack
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0349231	phobias
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0030319	Panic Disorder
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0030319	panic disorder
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0001818	agoraphobia
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0030319	Panic disorder
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0086769	panic attacks
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0030252	palpitations
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0038990	sweating
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0392680	shortness of breath
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0008301	choking
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0008031	chest pain
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0027497	nausea
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0012833	dizzy
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0220870	lightheaded
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0030554	paresthesias
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0028643	numbness
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0085593	chills
20080306_53C3E7AC-1852-4D70-D2B6-4FCA819ACF26	C0016382	flushes
20070426_9B34B1D8-D125-41A2-9F6F-3FAB67B573BD	C0008497	choriocarcinoma
